resume_id,n_skills,n_skill_communities,dominant_skill_community,dominant_skill_community_count,dominant_skill_community_share,skill_community_entropy,skill_community_entropy_normalized
R_007413,7,1,0,7,1.0,-0.0,0.0
R_007414,5,1,2,5,1.0,-0.0,0.0
R_007415,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_007416,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007417,7,1,2,7,1.0,-0.0,0.0
R_007418,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_007419,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_007420,5,1,3,5,1.0,-0.0,0.0
R_007421,6,1,3,6,1.0,-0.0,0.0
R_007422,8,1,2,8,1.0,-0.0,0.0
R_007423,5,1,5,5,1.0,-0.0,0.0
R_007424,8,1,3,8,1.0,-0.0,0.0
R_007425,8,1,4,8,1.0,-0.0,0.0
R_007426,7,1,4,7,1.0,-0.0,0.0
R_007427,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_007428,7,1,3,7,1.0,-0.0,0.0
R_007429,8,1,2,8,1.0,-0.0,0.0
R_007430,7,1,1,7,1.0,-0.0,0.0
R_007431,8,1,1,8,1.0,-0.0,0.0
R_007432,6,1,4,6,1.0,-0.0,0.0
R_007433,7,1,4,7,1.0,-0.0,0.0
R_007434,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_007435,5,1,0,5,1.0,-0.0,0.0
R_007436,6,2,6,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_007437,6,1,1,6,1.0,-0.0,0.0
R_007438,8,1,0,8,1.0,-0.0,0.0
R_007439,8,1,0,8,1.0,-0.0,0.0
R_007440,7,1,0,7,1.0,-0.0,0.0
R_007441,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007442,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_007443,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_007444,5,3,2,2,0.4,1.0549201679861442,0.9602297178607612
R_007445,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_007446,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_007447,7,3,7,4,0.5714285714285714,0.9556998911125343,0.8699155297736259
R_007448,5,3,6,3,0.6,0.9502705392332347,0.8649735207179272
R_007449,8,1,3,8,1.0,-0.0,0.0
R_007450,5,1,2,5,1.0,-0.0,0.0
R_007451,8,1,2,8,1.0,-0.0,0.0
R_007452,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_007453,6,1,5,6,1.0,-0.0,0.0
R_007454,7,1,2,7,1.0,-0.0,0.0
R_007455,5,1,3,5,1.0,-0.0,0.0
R_007456,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_007457,6,1,4,6,1.0,-0.0,0.0
R_007458,5,1,3,5,1.0,-0.0,0.0
R_007459,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_007460,8,3,7,6,0.75,0.7356219397587946,0.6695919455357792
R_007461,8,1,3,8,1.0,-0.0,0.0
R_007462,7,1,0,7,1.0,-0.0,0.0
R_007463,8,1,2,8,1.0,-0.0,0.0
R_007464,7,1,0,7,1.0,-0.0,0.0
R_007465,5,1,2,5,1.0,-0.0,0.0
R_007466,5,1,6,5,1.0,-0.0,0.0
R_007467,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_007468,5,1,4,5,1.0,-0.0,0.0
R_007469,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_007470,7,1,1,7,1.0,-0.0,0.0
R_007471,6,1,3,6,1.0,-0.0,0.0
R_007472,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_007473,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007474,7,1,1,7,1.0,-0.0,0.0
R_007475,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_007476,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_007477,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_007478,6,2,6,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_007479,5,1,1,5,1.0,-0.0,0.0
R_007480,6,1,4,6,1.0,-0.0,0.0
R_007481,6,1,3,6,1.0,-0.0,0.0
R_007482,7,1,0,7,1.0,-0.0,0.0
R_007483,6,2,7,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_007484,6,1,2,6,1.0,-0.0,0.0
R_007485,8,1,2,8,1.0,-0.0,0.0
R_007486,8,1,2,8,1.0,-0.0,0.0
R_007487,6,2,6,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_007488,8,1,1,8,1.0,-0.0,0.0
R_007489,8,3,7,6,0.75,0.7356219397587946,0.6695919455357792
R_007490,6,1,1,6,1.0,-0.0,0.0
R_007491,5,1,4,5,1.0,-0.0,0.0
R_007492,5,1,1,5,1.0,-0.0,0.0
R_007493,8,1,2,8,1.0,-0.0,0.0
R_007494,6,1,4,6,1.0,-0.0,0.0
R_007495,7,1,4,7,1.0,-0.0,0.0
R_007496,7,1,3,7,1.0,-0.0,0.0
R_007497,8,1,1,8,1.0,-0.0,0.0
R_007498,5,1,2,5,1.0,-0.0,0.0
R_007499,8,1,3,8,1.0,-0.0,0.0
R_007500,6,1,5,6,1.0,-0.0,0.0
R_007501,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_007502,7,1,3,7,1.0,-0.0,0.0
R_007503,5,1,3,5,1.0,-0.0,0.0
R_007504,8,1,2,8,1.0,-0.0,0.0
R_007505,8,1,1,8,1.0,-0.0,0.0
R_007506,8,1,1,8,1.0,-0.0,0.0
R_007507,6,1,4,6,1.0,-0.0,0.0
R_007508,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_007509,7,1,2,7,1.0,-0.0,0.0
R_007510,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_007511,6,1,0,6,1.0,-0.0,0.0
R_007512,7,1,3,7,1.0,-0.0,0.0
R_007513,5,1,2,5,1.0,-0.0,0.0
R_007514,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007515,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_007516,7,1,2,7,1.0,-0.0,0.0
R_007517,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_007518,5,1,0,5,1.0,-0.0,0.0
R_007519,6,1,0,6,1.0,-0.0,0.0
R_007520,8,4,7,4,0.5,1.2130075659799042,0.875
R_007521,8,1,2,8,1.0,-0.0,0.0
R_007522,5,1,2,5,1.0,-0.0,0.0
R_007523,7,1,6,7,1.0,-0.0,0.0
R_007524,8,3,7,6,0.75,0.7356219397587946,0.6695919455357792
R_007525,8,1,2,8,1.0,-0.0,0.0
R_007526,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007527,8,1,3,8,1.0,-0.0,0.0
R_007528,7,1,3,7,1.0,-0.0,0.0
R_007529,8,1,3,8,1.0,-0.0,0.0
R_007530,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_007531,7,1,4,7,1.0,-0.0,0.0
R_007532,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_007533,8,1,0,8,1.0,-0.0,0.0
R_007534,8,1,1,8,1.0,-0.0,0.0
R_007535,6,1,0,6,1.0,-0.0,0.0
R_007536,5,1,3,5,1.0,-0.0,0.0
R_007537,8,1,3,8,1.0,-0.0,0.0
R_007538,8,1,2,8,1.0,-0.0,0.0
R_007539,8,4,7,5,0.625,1.073542846408523,0.7743974703476992
R_007540,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_007541,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_007542,6,2,7,4,0.6666666666666666,0.6365141682948128,0.9182958340544894
R_007543,8,1,3,8,1.0,-0.0,0.0
R_007544,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007545,6,1,1,6,1.0,-0.0,0.0
R_007546,5,1,2,5,1.0,-0.0,0.0
R_007547,5,1,3,5,1.0,-0.0,0.0
R_007548,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_007549,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_007550,8,1,0,8,1.0,-0.0,0.0
R_007551,6,1,5,6,1.0,-0.0,0.0
R_007552,6,1,0,6,1.0,-0.0,0.0
R_007553,8,1,0,8,1.0,-0.0,0.0
R_007554,5,3,6,3,0.6,0.9502705392332347,0.8649735207179272
R_007555,7,1,2,7,1.0,-0.0,0.0
R_007556,6,1,4,6,1.0,-0.0,0.0
R_007557,5,1,4,5,1.0,-0.0,0.0
R_007558,5,1,1,5,1.0,-0.0,0.0
R_007559,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_007560,6,1,1,6,1.0,-0.0,0.0
R_007561,6,1,2,6,1.0,-0.0,0.0
R_007562,7,1,4,7,1.0,-0.0,0.0
R_007563,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_007564,5,1,1,5,1.0,-0.0,0.0
R_007565,8,1,1,8,1.0,-0.0,0.0
R_007566,6,1,5,6,1.0,-0.0,0.0
R_007567,8,1,4,8,1.0,-0.0,0.0
R_007568,8,1,0,8,1.0,-0.0,0.0
R_007569,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_007570,8,1,3,8,1.0,-0.0,0.0
R_007571,5,1,1,5,1.0,-0.0,0.0
R_007572,7,1,2,7,1.0,-0.0,0.0
R_007573,5,1,6,5,1.0,-0.0,0.0
R_007574,7,1,1,7,1.0,-0.0,0.0
R_007575,5,1,0,5,1.0,-0.0,0.0
R_007576,7,1,4,7,1.0,-0.0,0.0
R_007577,8,1,2,8,1.0,-0.0,0.0
R_007578,8,1,2,8,1.0,-0.0,0.0
R_007579,8,3,7,6,0.75,0.7356219397587946,0.6695919455357792
R_007580,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_007581,7,1,3,7,1.0,-0.0,0.0
R_007582,5,1,4,5,1.0,-0.0,0.0
R_007583,5,1,5,5,1.0,-0.0,0.0
R_007584,5,1,3,5,1.0,-0.0,0.0
R_007585,5,3,6,3,0.6,0.9502705392332347,0.8649735207179272
R_007586,7,1,0,7,1.0,-0.0,0.0
R_007587,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_007588,8,1,5,8,1.0,-0.0,0.0
R_007589,8,1,3,8,1.0,-0.0,0.0
R_007590,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007591,5,1,3,5,1.0,-0.0,0.0
R_007592,5,2,7,3,0.6,0.6730116670092565,0.9709505944546688
R_007593,8,1,4,8,1.0,-0.0,0.0
R_007594,7,1,4,7,1.0,-0.0,0.0
R_007595,5,1,3,5,1.0,-0.0,0.0
R_007596,8,1,4,8,1.0,-0.0,0.0
R_007597,8,2,6,7,0.875,0.37677016125643675,0.5435644431995964
R_007598,5,1,1,5,1.0,-0.0,0.0
R_007599,8,1,3,8,1.0,-0.0,0.0
R_007600,6,1,3,6,1.0,-0.0,0.0
R_007601,8,1,2,8,1.0,-0.0,0.0
R_007602,7,1,0,7,1.0,-0.0,0.0
R_007603,7,1,4,7,1.0,-0.0,0.0
R_007604,8,1,1,8,1.0,-0.0,0.0
R_007605,7,1,0,7,1.0,-0.0,0.0
R_007606,6,1,5,6,1.0,-0.0,0.0
R_007607,6,1,6,6,1.0,-0.0,0.0
R_007608,5,1,4,5,1.0,-0.0,0.0
R_007609,6,1,1,6,1.0,-0.0,0.0
R_007610,5,1,0,5,1.0,-0.0,0.0
R_007611,6,1,1,6,1.0,-0.0,0.0
R_007612,8,1,4,8,1.0,-0.0,0.0
R_007613,8,1,4,8,1.0,-0.0,0.0
R_007614,6,1,0,6,1.0,-0.0,0.0
R_007615,6,1,1,6,1.0,-0.0,0.0
R_007616,7,3,7,4,0.5714285714285714,0.9556998911125343,0.8699155297736259
R_007617,5,1,0,5,1.0,-0.0,0.0
R_007618,7,1,2,7,1.0,-0.0,0.0
R_007619,7,1,0,7,1.0,-0.0,0.0
R_007620,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007621,7,1,1,7,1.0,-0.0,0.0
R_007622,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_007623,7,1,2,7,1.0,-0.0,0.0
R_007624,8,1,1,8,1.0,-0.0,0.0
R_007625,6,1,3,6,1.0,-0.0,0.0
R_007626,7,1,2,7,1.0,-0.0,0.0
R_007627,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007628,5,2,7,4,0.8,0.5004024235381879,0.7219280948873623
R_007629,6,1,1,6,1.0,-0.0,0.0
R_007630,5,3,2,2,0.4,1.0549201679861442,0.9602297178607612
R_007631,5,1,3,5,1.0,-0.0,0.0
R_007632,5,1,2,5,1.0,-0.0,0.0
R_007633,6,1,0,6,1.0,-0.0,0.0
R_007634,6,1,2,6,1.0,-0.0,0.0
R_007635,6,1,3,6,1.0,-0.0,0.0
R_007636,8,1,1,8,1.0,-0.0,0.0
R_007637,7,1,3,7,1.0,-0.0,0.0
R_007638,7,1,1,7,1.0,-0.0,0.0
R_007639,6,1,5,6,1.0,-0.0,0.0
R_007640,8,1,0,8,1.0,-0.0,0.0
R_007641,6,1,3,6,1.0,-0.0,0.0
R_007642,5,1,1,5,1.0,-0.0,0.0
R_007643,8,1,1,8,1.0,-0.0,0.0
R_007644,7,1,2,7,1.0,-0.0,0.0
R_007645,5,1,1,5,1.0,-0.0,0.0
R_007646,8,2,6,7,0.875,0.37677016125643675,0.5435644431995964
R_007647,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_007648,7,1,1,7,1.0,-0.0,0.0
R_007649,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_007650,7,1,3,7,1.0,-0.0,0.0
R_007651,8,2,6,7,0.875,0.37677016125643675,0.5435644431995964
R_007652,7,3,7,4,0.5714285714285714,0.9556998911125343,0.8699155297736259
R_007653,6,1,0,6,1.0,-0.0,0.0
R_007654,8,1,4,8,1.0,-0.0,0.0
R_007655,8,1,4,8,1.0,-0.0,0.0
R_007656,8,2,6,7,0.875,0.37677016125643675,0.5435644431995964
R_007657,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_007658,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_007659,5,1,2,5,1.0,-0.0,0.0
R_007660,7,1,3,7,1.0,-0.0,0.0
R_007661,8,1,2,8,1.0,-0.0,0.0
R_007662,5,1,4,5,1.0,-0.0,0.0
R_007663,8,1,0,8,1.0,-0.0,0.0
R_007664,8,1,3,8,1.0,-0.0,0.0
R_007665,5,1,0,5,1.0,-0.0,0.0
R_007666,8,1,0,8,1.0,-0.0,0.0
R_007667,7,1,1,7,1.0,-0.0,0.0
R_007668,7,1,3,7,1.0,-0.0,0.0
R_007669,7,2,7,5,0.7142857142857143,0.5982695885852573,0.8631205685666311
R_007670,7,1,5,7,1.0,-0.0,0.0
R_007671,8,1,1,8,1.0,-0.0,0.0
R_007672,5,1,2,5,1.0,-0.0,0.0
R_007673,5,1,1,5,1.0,-0.0,0.0
R_007674,7,1,2,7,1.0,-0.0,0.0
R_007675,5,1,1,5,1.0,-0.0,0.0
R_007676,5,1,1,5,1.0,-0.0,0.0
R_007677,6,2,6,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_007678,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007679,5,1,4,5,1.0,-0.0,0.0
R_007680,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_007681,7,1,3,7,1.0,-0.0,0.0
R_007682,8,1,1,8,1.0,-0.0,0.0
R_007683,8,3,7,6,0.75,0.7356219397587946,0.6695919455357792
R_007684,8,1,4,8,1.0,-0.0,0.0
R_007685,6,1,4,6,1.0,-0.0,0.0
R_007686,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_007687,8,1,4,8,1.0,-0.0,0.0
R_007688,7,1,2,7,1.0,-0.0,0.0
R_007689,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007690,5,1,1,5,1.0,-0.0,0.0
R_007691,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_007692,5,1,2,5,1.0,-0.0,0.0
R_007693,8,1,2,8,1.0,-0.0,0.0
R_007694,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_007695,5,1,1,5,1.0,-0.0,0.0
R_007696,8,1,4,8,1.0,-0.0,0.0
R_007697,7,1,0,7,1.0,-0.0,0.0
R_007698,7,1,2,7,1.0,-0.0,0.0
R_007699,7,1,4,7,1.0,-0.0,0.0
R_007700,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_007701,8,1,1,8,1.0,-0.0,0.0
R_007702,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_007703,6,3,7,3,0.5,1.0114042647073518,0.920619835714305
R_007704,7,4,7,4,0.5714285714285714,1.1537419427010902,0.8322488896002307
R_007705,5,1,5,5,1.0,-0.0,0.0
R_007706,7,2,5,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007707,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_007708,5,1,2,5,1.0,-0.0,0.0
R_007709,5,4,7,2,0.4,1.3321790402101223,0.9609640474436812
R_007710,5,1,2,5,1.0,-0.0,0.0
R_007711,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_007712,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007713,8,1,1,8,1.0,-0.0,0.0
R_007714,7,1,0,7,1.0,-0.0,0.0
R_007715,7,1,4,7,1.0,-0.0,0.0
R_007716,6,1,3,6,1.0,-0.0,0.0
R_007717,7,1,5,7,1.0,-0.0,0.0
R_007718,6,1,2,6,1.0,-0.0,0.0
R_007719,5,1,4,5,1.0,-0.0,0.0
R_007720,5,1,0,5,1.0,-0.0,0.0
R_007721,7,1,0,7,1.0,-0.0,0.0
R_007722,6,1,0,6,1.0,-0.0,0.0
R_007723,7,1,3,7,1.0,-0.0,0.0
R_007724,7,1,1,7,1.0,-0.0,0.0
R_007725,6,1,3,6,1.0,-0.0,0.0
R_007726,6,1,3,6,1.0,-0.0,0.0
R_007727,8,1,1,8,1.0,-0.0,0.0
R_007728,5,1,2,5,1.0,-0.0,0.0
R_007729,5,1,4,5,1.0,-0.0,0.0
R_007730,6,1,4,6,1.0,-0.0,0.0
R_007731,5,1,2,5,1.0,-0.0,0.0
R_007732,6,1,5,6,1.0,-0.0,0.0
R_007733,5,1,1,5,1.0,-0.0,0.0
R_007734,8,1,2,8,1.0,-0.0,0.0
R_007735,5,1,6,5,1.0,-0.0,0.0
R_007736,5,2,7,3,0.6,0.6730116670092565,0.9709505944546688
R_007737,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_007738,7,1,1,7,1.0,-0.0,0.0
R_007739,5,1,2,5,1.0,-0.0,0.0
R_007740,7,1,3,7,1.0,-0.0,0.0
R_007741,8,1,3,8,1.0,-0.0,0.0
R_007742,6,1,1,6,1.0,-0.0,0.0
R_007743,8,3,7,6,0.75,0.7356219397587946,0.6695919455357792
R_007744,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_007745,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_007746,7,1,1,7,1.0,-0.0,0.0
R_007747,8,1,3,8,1.0,-0.0,0.0
R_007748,7,1,1,7,1.0,-0.0,0.0
R_007749,8,1,1,8,1.0,-0.0,0.0
R_007750,8,1,4,8,1.0,-0.0,0.0
R_007751,5,1,6,5,1.0,-0.0,0.0
R_007752,5,1,4,5,1.0,-0.0,0.0
R_007753,8,1,0,8,1.0,-0.0,0.0
R_007754,5,1,0,5,1.0,-0.0,0.0
R_007755,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_007756,6,1,0,6,1.0,-0.0,0.0
R_007757,5,1,0,5,1.0,-0.0,0.0
R_007758,5,3,6,3,0.6,0.9502705392332347,0.8649735207179272
R_007759,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_007760,5,1,1,5,1.0,-0.0,0.0
R_007761,6,1,5,6,1.0,-0.0,0.0
R_007762,5,3,6,3,0.6,0.9502705392332347,0.8649735207179272
R_007763,8,1,1,8,1.0,-0.0,0.0
R_007764,8,1,3,8,1.0,-0.0,0.0
R_007765,8,1,0,8,1.0,-0.0,0.0
R_007766,7,1,5,7,1.0,-0.0,0.0
R_007767,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_007768,6,1,3,6,1.0,-0.0,0.0
R_007769,5,1,4,5,1.0,-0.0,0.0
R_007770,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007771,8,1,1,8,1.0,-0.0,0.0
R_007772,8,1,0,8,1.0,-0.0,0.0
R_007773,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007774,5,1,3,5,1.0,-0.0,0.0
R_007775,6,1,1,6,1.0,-0.0,0.0
R_007776,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_007777,6,1,0,6,1.0,-0.0,0.0
R_007778,7,1,0,7,1.0,-0.0,0.0
R_007779,5,1,4,5,1.0,-0.0,0.0
R_007780,8,1,4,8,1.0,-0.0,0.0
R_007781,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_007782,7,3,7,4,0.5714285714285714,0.9556998911125343,0.8699155297736259
R_007783,5,2,5,4,0.8,0.5004024235381879,0.7219280948873623
R_007784,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_007785,7,1,2,7,1.0,-0.0,0.0
R_007786,7,1,3,7,1.0,-0.0,0.0
R_007787,6,1,3,6,1.0,-0.0,0.0
R_007788,5,1,0,5,1.0,-0.0,0.0
R_007789,6,1,1,6,1.0,-0.0,0.0
R_007790,6,1,2,6,1.0,-0.0,0.0
R_007791,8,1,4,8,1.0,-0.0,0.0
R_007792,8,1,0,8,1.0,-0.0,0.0
R_007793,8,1,4,8,1.0,-0.0,0.0
R_007794,6,1,4,6,1.0,-0.0,0.0
R_007795,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_007796,6,1,5,6,1.0,-0.0,0.0
R_007797,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_007798,5,1,2,5,1.0,-0.0,0.0
R_007799,7,1,5,7,1.0,-0.0,0.0
R_007800,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_007801,7,1,2,7,1.0,-0.0,0.0
R_007802,8,1,1,8,1.0,-0.0,0.0
R_007803,8,1,1,8,1.0,-0.0,0.0
R_007804,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_007805,7,1,2,7,1.0,-0.0,0.0
R_007806,5,1,4,5,1.0,-0.0,0.0
R_007807,5,1,6,5,1.0,-0.0,0.0
R_007808,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007809,7,2,6,6,0.8571428571428571,0.410116318288409,0.5916727785823274
R_007810,5,1,1,5,1.0,-0.0,0.0
R_007811,6,1,0,6,1.0,-0.0,0.0
R_007812,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_007813,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_007814,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_007815,6,1,2,6,1.0,-0.0,0.0
R_007816,6,1,2,6,1.0,-0.0,0.0
R_007817,6,4,2,2,0.3333333333333333,1.3296613488547582,0.9591479170272448
R_007818,5,1,1,5,1.0,-0.0,0.0
R_007819,8,1,2,8,1.0,-0.0,0.0
R_007820,7,1,1,7,1.0,-0.0,0.0
R_007821,6,1,3,6,1.0,-0.0,0.0
R_007822,7,1,3,7,1.0,-0.0,0.0
R_007823,8,1,2,8,1.0,-0.0,0.0
R_007824,5,4,7,2,0.4,1.3321790402101223,0.9609640474436812
R_007825,5,1,5,5,1.0,-0.0,0.0
R_007826,5,1,4,5,1.0,-0.0,0.0
R_007827,5,1,0,5,1.0,-0.0,0.0
R_007828,5,1,1,5,1.0,-0.0,0.0
R_007829,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_007830,6,1,1,6,1.0,-0.0,0.0
R_007831,5,1,4,5,1.0,-0.0,0.0
R_007832,8,1,3,8,1.0,-0.0,0.0
R_007833,7,1,3,7,1.0,-0.0,0.0
R_007834,5,1,5,5,1.0,-0.0,0.0
R_007835,6,1,0,6,1.0,-0.0,0.0
R_007836,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_007837,7,1,4,7,1.0,-0.0,0.0
R_007838,7,1,4,7,1.0,-0.0,0.0
R_007839,8,1,4,8,1.0,-0.0,0.0
R_007840,5,1,5,5,1.0,-0.0,0.0
R_007841,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
R_007842,8,1,0,8,1.0,-0.0,0.0
R_007843,7,1,3,7,1.0,-0.0,0.0
R_007844,7,1,3,7,1.0,-0.0,0.0
R_007845,7,1,1,7,1.0,-0.0,0.0
R_007846,6,3,7,3,0.5,1.0114042647073518,0.920619835714305
R_007847,8,3,7,5,0.625,0.9002560512685369,0.8194483718728035
R_007848,5,1,3,5,1.0,-0.0,0.0
R_007849,7,1,0,7,1.0,-0.0,0.0
R_007850,8,1,0,8,1.0,-0.0,0.0
R_007851,5,1,0,5,1.0,-0.0,0.0
R_007852,5,3,7,3,0.6,0.9502705392332347,0.8649735207179272
R_007853,7,1,4,7,1.0,-0.0,0.0
R_007854,6,1,2,6,1.0,-0.0,0.0
R_007855,7,1,0,7,1.0,-0.0,0.0
R_007856,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_007857,8,1,5,8,1.0,-0.0,0.0
R_007858,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_007859,7,1,2,7,1.0,-0.0,0.0
R_007860,7,1,4,7,1.0,-0.0,0.0
R_007861,6,2,5,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_007862,8,1,0,8,1.0,-0.0,0.0
R_007863,7,1,0,7,1.0,-0.0,0.0
R_007864,6,4,7,3,0.5,1.242453324894,0.8962406251802889
R_007865,7,1,2,7,1.0,-0.0,0.0
R_007866,5,2,6,4,0.8,0.5004024235381879,0.7219280948873623
R_007867,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_007868,8,3,6,6,0.75,0.7356219397587946,0.6695919455357792
R_007869,7,3,6,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_007870,5,1,0,5,1.0,-0.0,0.0
R_007871,6,2,6,5,0.8333333333333334,0.45056120886630463,0.6500224216483541
R_007872,6,1,4,6,1.0,-0.0,0.0
R_007873,5,1,1,5,1.0,-0.0,0.0
R_007874,6,3,6,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_007875,5,2,7,4,0.8,0.5004024235381879,0.7219280948873623
R_007876,7,3,7,5,0.7142857142857143,0.796311640173813,0.7248340915057598
R_007877,7,1,5,7,1.0,-0.0,0.0
R_007878,7,1,4,7,1.0,-0.0,0.0
R_007879,6,1,0,6,1.0,-0.0,0.0
R_007880,5,1,0,5,1.0,-0.0,0.0
R_007881,6,1,5,6,1.0,-0.0,0.0
R_007882,6,1,4,6,1.0,-0.0,0.0
R_007883,6,1,4,6,1.0,-0.0,0.0
R_007884,7,4,7,3,0.42857142857142855,1.277034259466139,0.9211854965885543
R_007885,5,1,0,5,1.0,-0.0,0.0
R_007886,8,1,2,8,1.0,-0.0,0.0
R_007887,6,1,6,6,1.0,-0.0,0.0
R_007888,6,3,7,4,0.6666666666666666,0.8675632284814612,0.7896900821428474
R_007889,8,2,5,7,0.875,0.37677016125643675,0.5435644431995964
