node_id,node_type,degree,bipartite_degree_centrality,pagerank,betweenness_approx,role,job_title,seniority,industry
J_001111,Job,30,0.003,0.0001754510479305338,6.122717051118224e-05,,Project Manager,Junior,Logistics
J_001112,Job,30,0.003,0.0001856027746242546,0.0003542250577805009,,Operations Manager,Mid,Healthcare
J_001113,Job,30,0.003,0.0001905082251513901,7.217729995943889e-05,,Junior Accountant,Senior,SaaS
J_001114,Job,30,0.003,0.0001932450389359035,4.4237925496724176e-05,,Business Analyst,Mid,Healthcare
J_001115,Job,30,0.003,0.00018956313423238512,0.0001357128618166584,,Business Analyst,Junior,SaaS
J_001116,Job,30,0.003,0.00019484505474195714,6.146071338674559e-05,,Program Coordinator,Mid,Logistics
J_001117,Job,30,0.003,0.0001959163670409771,0.00022943249739621269,,Content Marketer,Junior,SaaS
J_001118,Job,30,0.003,0.00017976477670668414,5.191879573124439e-05,,Operations Manager,Senior,Travel
J_001119,Job,30,0.003,0.0002074386335366968,3.271742865497032e-05,,Content Marketer,Junior,Retail
J_001120,Job,30,0.003,0.00020079332558786548,5.550693660165476e-05,,Backend Engineer,Mid,Logistics
J_001121,Job,30,0.003,0.0001942173941390621,2.7185564549057935e-05,,Content Marketer,Senior,Logistics
J_001122,Job,30,0.003,0.00018586141326222007,3.893649820018096e-05,,Program Coordinator,Mid,E-commerce
J_001123,Job,30,0.003,0.0001799884180366799,3.652553761061483e-05,,Customer Support Specialist,Junior,Travel
J_001124,Job,30,0.003,0.00019530617398006813,4.3966031359438374e-05,,Full Stack Engineer,Junior,Cybersecurity
J_001125,Job,30,0.003,0.00017958761816587972,6.357382240848944e-05,,Financial Analyst,Junior,Gaming
J_001126,Job,30,0.003,0.00020286739823396763,2.699495063392598e-05,,Technical Product Manager,Mid,Cybersecurity
J_001127,Job,30,0.003,0.0001791830037524917,3.395644900388679e-05,,Customer Support Specialist,Junior,E-commerce
J_001128,Job,30,0.003,0.0001890984336162676,4.800955232966856e-05,,Backend Engineer,Junior,Retail
J_001129,Job,30,0.003,0.00018882321097807295,5.625284861005362e-05,,Sales Representative,Junior,Healthcare
J_001130,Job,30,0.003,0.00019533060907723845,2.7531422193471e-05,,Performance Marketer,Senior,Gaming
J_001131,Job,30,0.003,0.0001906841058271259,2.7047290254321355e-05,,Data Analyst,Mid,FinTech
J_001132,Job,30,0.003,0.00019376328085291371,5.35605296096563e-05,,Business Analyst,Mid,Retail
J_001133,Job,30,0.003,0.0001904399822464577,0.0003020533679436426,,Business Development Manager,Junior,SaaS
J_001134,Job,30,0.003,0.0001987937005748261,4.310598732322e-05,,Data Analyst,Mid,Cybersecurity
J_001135,Job,30,0.003,0.00020424177693820718,0.0002603325680466054,,Product Manager,Mid,Logistics
J_001136,Job,30,0.003,0.0001984432285692364,0.00019088929175119945,,Data Analyst,Junior,Travel
J_001137,Job,30,0.003,0.00018572643349411294,0.0004150263896820614,,Program Coordinator,Senior,Retail
J_001138,Job,30,0.003,0.00017826582051118128,3.9154197749643034e-05,,Customer Success Associate,Senior,Gaming
J_001139,Job,30,0.003,0.0001868239843876449,7.252910846999282e-05,,Program Coordinator,Junior,E-commerce
J_001140,Job,30,0.003,0.00017682625533759248,4.340702550054254e-05,,Junior Accountant,Mid,EdTech
J_001141,Job,30,0.003,0.00018878360947824856,0.0005418617250775938,,Financial Analyst,Mid,Cybersecurity
J_001142,Job,30,0.003,0.00018646345806342616,3.2180122001640324e-05,,Data Analyst,Senior,EdTech
J_001143,Job,30,0.003,0.00020423516408101612,0.0001987040500967441,,Technical Product Manager,Mid,Logistics
J_001144,Job,30,0.003,0.00018304258627527013,4.2998787302136595e-05,,FP&A Analyst,Junior,Retail
J_001145,Job,30,0.003,0.00018572084359207947,4.074686935070658e-05,,Business Analyst,Senior,E-commerce
J_001146,Job,30,0.003,0.0001980637945742338,0.00020452915295628897,,Marketing Manager,Senior,Logistics
J_001147,Job,30,0.003,0.00019380440907302172,4.8189791038801996e-05,,Program Coordinator,Mid,Logistics
J_001148,Job,30,0.003,0.00017589160543427703,4.606324824527071e-05,,Junior Accountant,Junior,E-commerce
J_001149,Job,30,0.003,0.00021077856799898905,0.00021100791998902418,,Account Executive,Mid,FinTech
J_001150,Job,30,0.003,0.0001842552281310924,0.00025767664152495266,,Account Executive,Junior,Travel
J_001151,Job,30,0.003,0.00017845055788066883,5.601328486201069e-05,,Junior Accountant,Mid,Retail
J_001152,Job,30,0.003,0.00017420953664384268,4.8246123771563845e-05,,Junior Accountant,Mid,Healthcare
J_001153,Job,30,0.003,0.0001847912247332721,3.9179238375048276e-05,,Operations Manager,Junior,Gaming
J_001154,Job,30,0.003,0.00019727998174451326,0.0008002577516259523,,Software Engineer,Mid,EdTech
J_001155,Job,30,0.003,0.00020000122192961222,3.697031820149399e-05,,Performance Marketer,Junior,SaaS
J_001156,Job,30,0.003,0.00019455509499727042,3.1186754566442636e-05,,Sales Representative,Mid,Logistics
J_001157,Job,30,0.003,0.00017959901150897578,5.277941350467046e-05,,Financial Analyst,Senior,EdTech
J_001158,Job,30,0.003,0.00019491776537581255,5.311418366664028e-05,,Full Stack Engineer,Junior,Gaming
J_001159,Job,30,0.003,0.00020001902941863144,4.2932484295418785e-05,,Associate Product Manager,Senior,Gaming
J_001160,Job,30,0.003,0.00020873140894028566,0.00024301727566626658,,Technical Product Manager,Junior,Cybersecurity
J_001161,Job,30,0.003,0.00018539333042017002,4.1230036133425804e-05,,Business Development Manager,Senior,SaaS
J_001162,Job,30,0.003,0.00019588610438238345,3.956480815960242e-05,,BI Analyst,Mid,SaaS
J_001163,Job,30,0.003,0.00017987890102840308,4.38006045782884e-05,,Customer Success Associate,Senior,SaaS
J_001164,Job,30,0.003,0.0002064698570485015,0.00021004444567170394,,Content Marketer,Senior,FinTech
J_001165,Job,30,0.003,0.00018569064469000472,0.0001755586733957096,,Sales Representative,Mid,SaaS
J_001166,Job,30,0.003,0.0002016437197484963,5.6163466348633434e-05,,Software Engineer,Mid,Retail
J_001167,Job,30,0.003,0.00017665273640667044,3.559765738653955e-05,,Customer Support Specialist,Mid,Logistics
J_001168,Job,30,0.003,0.00017747315043436997,4.9166817347578416e-05,,Customer Success Associate,Junior,Healthcare
J_001169,Job,30,0.003,0.00018596722661551847,5.9550348220854235e-05,,Program Coordinator,Senior,Healthcare
J_001170,Job,30,0.003,0.00017790366050673222,0.00020408510764752266,,Technical Support Specialist,Senior,Retail
J_001171,Job,30,0.003,0.00018780481266329974,0.00012456911963249753,,Full Stack Engineer,Mid,FinTech
J_001172,Job,30,0.003,0.000197142835824631,0.0002028423155375883,,Backend Engineer,Senior,SaaS
J_001173,Job,30,0.003,0.00017562636789696969,2.6954639055916657e-05,,Customer Support Specialist,Junior,Retail
J_001174,Job,30,0.003,0.00017726495482828407,3.7992549921618955e-05,,Customer Success Associate,Junior,Healthcare
J_001175,Job,30,0.003,0.0001721684828453235,0.00012148789000759179,,Customer Success Associate,Senior,FinTech
J_001176,Job,30,0.003,0.00018946425413943254,4.041913632711941e-05,,Account Executive,Mid,Retail
J_001177,Job,30,0.003,0.00018462772909602417,0.001230397876916869,,Financial Analyst,Junior,Cybersecurity
J_001178,Job,30,0.003,0.00018789255621327376,5.159393697906466e-05,,Business Analyst,Junior,Gaming
J_001179,Job,30,0.003,0.0001835481205514693,3.672804413190162e-05,,Business Analyst,Junior,Healthcare
J_001180,Job,30,0.003,0.00018200453584637992,6.206054234540876e-05,,Project Manager,Senior,EdTech
J_001181,Job,30,0.003,0.00019018926154417751,4.443185584269826e-05,,Business Development Manager,Junior,Healthcare
J_001182,Job,30,0.003,0.00019569901370751917,3.78907160729815e-05,,Product Manager,Senior,E-commerce
J_001183,Job,30,0.003,0.00018313591569116296,4.447082488208295e-05,,Business Development Manager,Junior,SaaS
J_001184,Job,30,0.003,0.00019602776025979323,5.610373671673314e-05,,Sales Representative,Junior,Logistics
J_001185,Job,30,0.003,0.00019382106150623335,2.3493757107124116e-05,,Performance Marketer,Junior,Gaming
J_001186,Job,30,0.003,0.000194948554487449,5.643536109376529e-05,,Sales Representative,Mid,E-commerce
J_001187,Job,30,0.003,0.00017244965192348276,3.916613963993048e-05,,Customer Support Specialist,Junior,Logistics
J_001188,Job,30,0.003,0.00018907237686230537,5.2732386457100536e-05,,Business Development Manager,Junior,Healthcare
J_001189,Job,30,0.003,0.0001901418892476477,0.0001561539440718123,,Data Analyst,Senior,SaaS
J_001190,Job,30,0.003,0.00019855768280819687,3.278073635413951e-05,,Marketing Manager,Senior,E-commerce
J_001191,Job,30,0.003,0.0001779799408281269,6.421496863280465e-05,,Project Manager,Junior,Logistics
J_001192,Job,30,0.003,0.00018283869407014974,4.5602412482994526e-05,,Customer Support Specialist,Mid,FinTech
J_001193,Job,30,0.003,0.00018437063876262805,3.086858227281944e-05,,Operations Manager,Junior,Gaming
J_001194,Job,30,0.003,0.00020068757970992537,3.412733650089193e-05,,Associate Product Manager,Mid,FinTech
J_001195,Job,30,0.003,0.00017375165051795725,2.612118531726352e-05,,Technical Support Specialist,Senior,FinTech
J_001196,Job,30,0.003,0.00019974527598026683,0.0007199590043739556,,Business Analyst,Mid,Logistics
J_001197,Job,30,0.003,0.00019700589672993823,4.327397866131318e-05,,Software Engineer,Senior,SaaS
J_001198,Job,30,0.003,0.0001762360813991143,3.379149585986721e-05,,Customer Support Specialist,Senior,EdTech
J_001199,Job,30,0.003,0.00019151404479247737,4.2086260549772306e-05,,Account Executive,Junior,Cybersecurity
J_001200,Job,30,0.003,0.00018680613662402343,4.183053329628991e-05,,Data Analyst,Junior,EdTech
J_001201,Job,30,0.003,0.00019597643777174113,4.8991099884966616e-05,,Backend Engineer,Junior,Travel
J_001202,Job,30,0.003,0.00020873904332914167,3.789140850615669e-05,,Associate Product Manager,Senior,FinTech
J_001203,Job,30,0.003,0.00020148387646921198,2.854883652812071e-05,,Performance Marketer,Senior,SaaS
J_001204,Job,30,0.003,0.0001825787877912051,5.298441457520408e-05,,Project Manager,Senior,Retail
J_001205,Job,30,0.003,0.0001822796960726069,0.00015232014877422138,,BI Analyst,Junior,Travel
J_001206,Job,30,0.003,0.00019242139308111583,5.0799616209037754e-05,,Backend Engineer,Senior,Healthcare
J_001207,Job,30,0.003,0.00020982754467243885,3.1815796821888954e-05,,Associate Product Manager,Mid,Retail
J_001208,Job,30,0.003,0.00019859383437252843,2.674538363562775e-05,,Technical Product Manager,Junior,Cybersecurity
J_001209,Job,30,0.003,0.00019349036937946725,4.578302974317594e-05,,Business Development Manager,Mid,Travel
J_001210,Job,30,0.003,0.00019422526974861463,6.089855385454575e-05,,Backend Engineer,Junior,FinTech
J_001211,Job,30,0.003,0.00017973275055298507,2.8175136296985543e-05,,FP&A Analyst,Mid,E-commerce
J_001212,Job,30,0.003,0.0001888195092463495,2.7399592880630552e-05,,Business Analyst,Mid,EdTech
J_001213,Job,30,0.003,0.00021076700990689388,3.547343888360604e-05,,Associate Product Manager,Junior,Gaming
J_001214,Job,30,0.003,0.00019932599740405202,0.00015958184596769607,,Business Analyst,Senior,E-commerce
J_001215,Job,30,0.003,0.00021409419119637358,2.6473590896348133e-05,,Product Manager,Senior,Gaming
J_001216,Job,30,0.003,0.00018316014057560083,3.54582960910409e-05,,Full Stack Engineer,Junior,Logistics
J_001217,Job,30,0.003,0.00018034034838054183,4.758718595032818e-05,,Project Manager,Junior,SaaS
J_001218,Job,30,0.003,0.00018298206161055224,0.0006552179027036932,,Customer Support Specialist,Mid,Cybersecurity
J_001219,Job,30,0.003,0.00019339964209275881,5.105516202713155e-05,,Customer Success Associate,Senior,FinTech
J_001220,Job,30,0.003,0.00018636854694218362,4.590871899818231e-05,,Full Stack Engineer,Senior,Retail
J_001221,Job,30,0.003,0.00020378764437320977,4.3947941084030105e-05,,Product Manager,Junior,SaaS
J_001222,Job,30,0.003,0.00018990325132731486,4.299593186408116e-05,,Account Executive,Mid,Retail
J_001223,Job,30,0.003,0.00017938463936470608,7.499108883036421e-05,,Junior Accountant,Senior,Logistics
J_001224,Job,30,0.003,0.0001761928777015768,4.5308974240606775e-05,,Project Manager,Junior,Travel
J_001225,Job,30,0.003,0.0001938096001898729,6.440536863705121e-05,,Full Stack Engineer,Junior,Logistics
J_001226,Job,30,0.003,0.00019055363488602192,4.535750014930455e-05,,Business Analyst,Mid,SaaS
J_001227,Job,30,0.003,0.00017149699929232409,0.00016371824521086697,,Technical Support Specialist,Mid,Gaming
J_001228,Job,30,0.003,0.0001932523698129498,5.7571248288898645e-05,,Backend Engineer,Senior,E-commerce
J_001229,Job,30,0.003,0.00018941625518399023,0.00021450762441154912,,Data Analyst,Junior,SaaS
J_001230,Job,30,0.003,0.00019247700443993432,0.0001566007939742412,,Backend Engineer,Senior,Gaming
J_001231,Job,30,0.003,0.00020971496282527768,4.182825762196262e-05,,Data Analyst,Senior,Travel
J_001232,Job,30,0.003,0.00019845781595491022,0.00021004359091553637,,Business Analyst,Junior,Travel
J_001233,Job,30,0.003,0.00018992697091999716,4.613815647109213e-05,,Account Executive,Mid,SaaS
J_001234,Job,30,0.003,0.00019409721640299658,4.2965777328019985e-05,,Full Stack Engineer,Senior,SaaS
J_001235,Job,30,0.003,0.00017655382911175096,0.0004602626353173787,,Project Manager,Junior,EdTech
J_001236,Job,30,0.003,0.00018933177556678852,3.704589950065727e-05,,Data Analyst,Mid,SaaS
J_001237,Job,30,0.003,0.00019326081916586408,3.5052992442222366e-05,,Content Marketer,Senior,E-commerce
J_001238,Job,30,0.003,0.00018024944801649784,4.3468546742936865e-05,,BI Analyst,Senior,Travel
J_001239,Job,30,0.003,0.0002060132222076614,3.742434290128244e-05,,Associate Product Manager,Mid,Gaming
J_001240,Job,30,0.003,0.00018069310715760383,4.6445668217427795e-05,,Program Coordinator,Junior,FinTech
J_001241,Job,30,0.003,0.00018845546022618835,3.735238885544125e-05,,Business Development Manager,Senior,Cybersecurity
J_001242,Job,30,0.003,0.00018569805687168107,3.2444101360571584e-05,,Financial Analyst,Senior,Retail
J_001243,Job,30,0.003,0.0001848838986820738,3.6636001376320125e-05,,Account Executive,Mid,Logistics
J_001244,Job,30,0.003,0.00020703163425109532,4.071647179220636e-05,,Marketing Manager,Senior,Gaming
J_001245,Job,30,0.003,0.00018979157132358133,5.44658866051427e-05,,Full Stack Engineer,Junior,SaaS
J_001246,Job,30,0.003,0.0001902371210118988,8.425710542393525e-05,,Junior Accountant,Junior,SaaS
J_001247,Job,30,0.003,0.00019391035161898135,4.645642834030577e-05,,Business Analyst,Mid,SaaS
J_001248,Job,30,0.003,0.00018577689368959275,4.90240568307235e-05,,Business Development Manager,Mid,EdTech
J_001249,Job,30,0.003,0.00020812974631248394,3.790295507611467e-05,,Associate Product Manager,Junior,Retail
J_001250,Job,30,0.003,0.00018355013124116628,0.0002722895810833853,,Technical Support Specialist,Junior,FinTech
J_001251,Job,30,0.003,0.00018120083445839684,4.359869160222152e-05,,Junior Accountant,Mid,EdTech
J_001252,Job,30,0.003,0.00018516938512692325,6.70028933839914e-05,,Program Coordinator,Junior,Cybersecurity
J_001253,Job,30,0.003,0.00019797801911256423,3.6102660633245646e-05,,Content Marketer,Senior,Travel
J_001254,Job,30,0.003,0.00017762136183793812,4.9594434670100274e-05,,Customer Support Specialist,Mid,EdTech
J_001255,Job,30,0.003,0.00020064397918529518,4.139515479453492e-05,,Content Marketer,Junior,E-commerce
J_001256,Job,30,0.003,0.0001789235201890036,7.100320539103415e-05,,FP&A Analyst,Junior,Logistics
J_001257,Job,30,0.003,0.00018666483647962302,5.051214888703694e-05,,Sales Representative,Mid,Travel
J_001258,Job,30,0.003,0.00020509546222733215,0.0006948966516791452,,Associate Product Manager,Mid,EdTech
J_001259,Job,30,0.003,0.00018024119874154268,6.484856215374283e-05,,Operations Manager,Junior,E-commerce
J_001260,Job,30,0.003,0.0001729686549267119,4.172347199616301e-05,,Technical Support Specialist,Mid,Retail
J_001261,Job,30,0.003,0.00018727058669300913,0.00042981667261066613,,Customer Success Associate,Senior,FinTech
J_001262,Job,30,0.003,0.00018808212550510135,4.4876558811941275e-05,,Backend Engineer,Senior,EdTech
J_001263,Job,30,0.003,0.00018380365398245398,3.667644317082281e-05,,Customer Support Specialist,Junior,Retail
J_001264,Job,30,0.003,0.00018496399305217135,6.495705626349994e-05,,Financial Analyst,Junior,SaaS
J_001265,Job,30,0.003,0.0002004600118905169,0.00013343386606351045,,Marketing Manager,Mid,Gaming
J_001266,Job,30,0.003,0.00018374241960851086,5.463808472482806e-05,,Program Coordinator,Mid,SaaS
J_001267,Job,30,0.003,0.0002057055535761162,2.7676544327470207e-05,,Product Manager,Mid,E-commerce
J_001268,Job,30,0.003,0.00018647277857837096,4.762625656594309e-05,,Sales Representative,Junior,E-commerce
J_001269,Job,30,0.003,0.00018106959972747096,5.471687521717632e-05,,FP&A Analyst,Junior,SaaS
J_001270,Job,30,0.003,0.00019556231635926128,3.8919759185287916e-05,,Business Analyst,Senior,E-commerce
J_001271,Job,30,0.003,0.00019016121026370385,5.586272142482118e-05,,Operations Manager,Junior,FinTech
J_001272,Job,30,0.003,0.00018445884844509497,4.4320115240911034e-05,,Sales Representative,Mid,E-commerce
J_001273,Job,30,0.003,0.00018678950369279678,5.5609191475061964e-05,,Project Manager,Junior,SaaS
J_001274,Job,30,0.003,0.00018433369743657454,0.000211743551189677,,Business Analyst,Mid,Retail
J_001275,Job,30,0.003,0.00019628550417141404,3.663602119442092e-05,,Performance Marketer,Mid,Cybersecurity
J_001276,Job,30,0.003,0.0001828999428586246,5.8883928641992167e-05,,Operations Manager,Senior,Logistics
J_001277,Job,30,0.003,0.0001844906116653836,3.39867934086205e-05,,Sales Representative,Senior,E-commerce
J_001278,Job,30,0.003,0.00018718743776892079,4.12640536076887e-05,,Project Manager,Junior,FinTech
J_001279,Job,30,0.003,0.00018279437557600079,5.292284736061476e-05,,Customer Success Associate,Mid,Gaming
J_001280,Job,30,0.003,0.00018123403501214033,7.567105770513538e-05,,FP&A Analyst,Senior,Logistics
J_001281,Job,30,0.003,0.0002116375243686567,4.0699760192567726e-05,,Technical Product Manager,Senior,EdTech
J_001282,Job,30,0.003,0.00018684860404138336,3.5757982107290685e-05,,Business Analyst,Junior,Travel
J_001283,Job,30,0.003,0.00019413297999861938,0.00021281397344464023,,Performance Marketer,Senior,Retail
J_001284,Job,30,0.003,0.000183712367008293,0.0003347696886724954,,Business Analyst,Junior,EdTech
J_001285,Job,30,0.003,0.0001811377932923677,0.0001828197206068789,,Business Development Manager,Senior,Healthcare
J_001286,Job,30,0.003,0.00019375995489177825,4.261416634701565e-05,,Full Stack Engineer,Senior,SaaS
J_001287,Job,30,0.003,0.00018933304047357778,0.0002699911130330766,,Software Engineer,Mid,Retail
J_001288,Job,30,0.003,0.0001844549789293573,3.711773596052654e-05,,Junior Accountant,Junior,Gaming
J_001289,Job,30,0.003,0.00017313046975488532,4.2323773137083374e-05,,Customer Success Associate,Junior,Travel
J_001290,Job,30,0.003,0.00020134414551881377,0.0004583635645631953,,Backend Engineer,Senior,E-commerce
J_001291,Job,30,0.003,0.00019177881804181653,7.382293706506766e-05,,Financial Analyst,Mid,Healthcare
J_001292,Job,30,0.003,0.00019341943412695082,5.1520222969729114e-05,,Financial Analyst,Mid,Logistics
J_001293,Job,30,0.003,0.00018191909810195948,0.0002273160434416868,,Operations Manager,Senior,EdTech
J_001294,Job,30,0.003,0.00019658916612208565,4.7625879324396404e-05,,Technical Product Manager,Junior,E-commerce
J_001295,Job,30,0.003,0.00020456666336892099,0.00018662259064751037,,Account Executive,Senior,Logistics
J_001296,Job,30,0.003,0.00019268047804027385,0.00030884315886944565,,Full Stack Engineer,Mid,SaaS
J_001297,Job,30,0.003,0.00020327591540722725,3.718351614046809e-05,,Associate Product Manager,Senior,Healthcare
J_001298,Job,30,0.003,0.00018109667248335693,3.22699217420892e-05,,Customer Support Specialist,Junior,Healthcare
J_001299,Job,30,0.003,0.00017505483046816655,0.00020374004843773028,,Technical Support Specialist,Mid,Logistics
J_001300,Job,30,0.003,0.00018933986549160879,4.060688235428601e-05,,Business Development Manager,Mid,SaaS
J_001301,Job,30,0.003,0.00019337404106668123,0.00015869359765800027,,Sales Representative,Junior,Cybersecurity
J_001302,Job,30,0.003,0.0001811750250337654,0.0003582743645748914,,Operations Manager,Junior,Retail
J_001303,Job,30,0.003,0.00018015994833681958,4.1437335735762606e-05,,Technical Support Specialist,Junior,Gaming
J_001304,Job,30,0.003,0.00018608468749222557,4.491039028953732e-05,,Financial Analyst,Senior,EdTech
J_001305,Job,30,0.003,0.0002115843171661818,0.00025711888778640274,,Associate Product Manager,Junior,Cybersecurity
J_001306,Job,30,0.003,0.00018457607018772826,3.832743509578748e-05,,Business Analyst,Junior,Healthcare
J_001307,Job,30,0.003,0.00018544480431228558,5.103275220042857e-05,,Business Development Manager,Junior,E-commerce
J_001308,Job,30,0.003,0.00018399028081534933,7.33161610550277e-05,,Operations Manager,Junior,Logistics
J_001309,Job,30,0.003,0.00020052005626999212,3.697372062771407e-05,,Technical Product Manager,Senior,Travel
J_001310,Job,30,0.003,0.0001799911884944235,5.741562424694748e-05,,Operations Manager,Mid,E-commerce
J_001311,Job,30,0.003,0.00017929818664449138,2.3924898806457016e-05,,Project Manager,Mid,Logistics
J_001312,Job,30,0.003,0.00019444318536647692,3.680437319127397e-05,,Performance Marketer,Senior,E-commerce
J_001313,Job,30,0.003,0.00018566472258120572,4.4323656860385687e-05,,Business Development Manager,Junior,FinTech
J_001314,Job,30,0.003,0.00020652275860833592,0.00021807824710147112,,Associate Product Manager,Junior,SaaS
J_001315,Job,30,0.003,0.00020391043147958702,0.0001480263315430369,,Content Marketer,Senior,Travel
J_001316,Job,30,0.003,0.000205235596439789,3.3837877690121185e-05,,Product Manager,Senior,EdTech
J_001317,Job,30,0.003,0.00018276044439931145,5.5583499761496814e-05,,Junior Accountant,Junior,FinTech
J_001318,Job,30,0.003,0.00019774511517946098,3.611199803980949e-05,,Content Marketer,Senior,Retail
J_001319,Job,30,0.003,0.00019241121255776322,5.1031256204321084e-05,,Backend Engineer,Senior,SaaS
J_001320,Job,30,0.003,0.0001747931875120341,3.5102691491995815e-05,,Customer Success Associate,Senior,FinTech
J_001321,Job,30,0.003,0.00019341469282637764,3.293141419057291e-05,,BI Analyst,Mid,E-commerce
J_001322,Job,30,0.003,0.00019177044289850643,4.95232241552716e-05,,Full Stack Engineer,Mid,E-commerce
J_001323,Job,30,0.003,0.00017981742542957598,9.084047583917249e-05,,FP&A Analyst,Mid,SaaS
J_001324,Job,30,0.003,0.00019284151837093027,4.0164082907347244e-05,,BI Analyst,Junior,Cybersecurity
J_001325,Job,30,0.003,0.00019354534774230578,3.7789975356024543e-05,,BI Analyst,Mid,Travel
J_001326,Job,30,0.003,0.00017453350997308618,4.2421052245957424e-05,,Customer Success Associate,Senior,FinTech
J_001327,Job,30,0.003,0.0002027895057941619,3.0403339195566274e-05,,Product Manager,Junior,FinTech
J_001328,Job,30,0.003,0.00019648516752350176,5.140568859562457e-05,,BI Analyst,Senior,Healthcare
J_001329,Job,30,0.003,0.0002069999184129803,3.6109020281858295e-05,,Product Manager,Mid,Retail
J_001330,Job,30,0.003,0.00019971302690058028,2.2960826109098728e-05,,Performance Marketer,Junior,FinTech
J_001331,Job,30,0.003,0.00018619176061242094,3.654096008431246e-05,,BI Analyst,Mid,FinTech
J_001332,Job,30,0.003,0.00018243901434693174,6.43914974489147e-05,,Project Manager,Mid,SaaS
J_001333,Job,30,0.003,0.00019057701694853187,7.967355890205102e-05,,Operations Manager,Mid,E-commerce
J_001334,Job,30,0.003,0.00019398041836638096,3.475568669397002e-05,,Business Analyst,Junior,Gaming
J_001335,Job,30,0.003,0.00019023046952260675,0.0003640059791701483,,Sales Representative,Senior,Travel
J_001336,Job,30,0.003,0.000168857185750156,3.856449974711596e-05,,Customer Support Specialist,Mid,Retail
J_001337,Job,30,0.003,0.00019231347724453057,4.172890323402864e-05,,BI Analyst,Junior,EdTech
J_001338,Job,30,0.003,0.00018485256116141055,5.082429530706608e-05,,Business Development Manager,Mid,E-commerce
J_001339,Job,30,0.003,0.00018860292425644564,4.404235671368729e-05,,Business Development Manager,Mid,Cybersecurity
J_001340,Job,30,0.003,0.00021202032565325395,0.0002662829566736694,,Product Manager,Junior,E-commerce
J_001341,Job,30,0.003,0.00019373933749366828,6.396073244730145e-05,,Full Stack Engineer,Mid,Gaming
J_001342,Job,30,0.003,0.00017918942423298355,0.0005777587487567154,,Customer Success Associate,Mid,Healthcare
J_001343,Job,30,0.003,0.00020271406907495384,3.959791199581142e-05,,Associate Product Manager,Senior,SaaS
J_001344,Job,30,0.003,0.00017849569029025462,0.0004863750684175879,,Financial Analyst,Junior,FinTech
J_001345,Job,30,0.003,0.0001773815926270667,4.498965976521729e-05,,Program Coordinator,Mid,FinTech
J_001346,Job,30,0.003,0.00020189095889140956,0.00013816342865879724,,Product Manager,Senior,Healthcare
J_001347,Job,30,0.003,0.00019048680273482899,3.820885327530852e-05,,Software Engineer,Senior,EdTech
J_001348,Job,30,0.003,0.0001841828426063419,0.0002590273751194557,,Technical Support Specialist,Junior,E-commerce
J_001349,Job,30,0.003,0.0001782071095054963,5.115808064452602e-05,,Financial Analyst,Mid,EdTech
J_001350,Job,30,0.003,0.00018485984091161213,0.0001658364863528741,,BI Analyst,Junior,Travel
J_001351,Job,30,0.003,0.00019707864594570865,3.6523309658469394e-05,,Performance Marketer,Senior,Travel
J_001352,Job,30,0.003,0.00018323310055609588,4.334475366157012e-05,,Customer Success Associate,Mid,FinTech
J_001353,Job,30,0.003,0.00017029913297375598,4.272748318724465e-05,,Technical Support Specialist,Mid,Cybersecurity
J_001354,Job,30,0.003,0.0001772259243377524,5.388277145459056e-05,,FP&A Analyst,Junior,Gaming
J_001355,Job,30,0.003,0.00017935100265821334,4.568366592945936e-05,,Junior Accountant,Junior,FinTech
J_001356,Job,30,0.003,0.00017344338238500266,1.9895084689036947e-05,,Junior Accountant,Junior,Healthcare
J_001357,Job,30,0.003,0.00019667014207520728,5.739597201537833e-05,,Backend Engineer,Junior,EdTech
J_001358,Job,30,0.003,0.00018929940296274654,3.66636835702379e-05,,Business Analyst,Mid,Travel
J_001359,Job,30,0.003,0.0001945420168491378,3.8312964755829554e-05,,Business Development Manager,Senior,E-commerce
J_001360,Job,30,0.003,0.0001884803442040229,8.099160602777965e-05,,Financial Analyst,Mid,EdTech
J_001361,Job,30,0.003,0.0001933473282536756,6.180804704518788e-05,,Account Executive,Junior,Cybersecurity
J_001362,Job,30,0.003,0.0001820208954385548,5.723661262872227e-05,,Program Coordinator,Mid,Logistics
J_001363,Job,30,0.003,0.00017510017308616983,4.2372204986195776e-05,,Program Coordinator,Junior,SaaS
J_001364,Job,30,0.003,0.00021197985655214743,5.183653925880549e-05,,Product Manager,Junior,E-commerce
J_001365,Job,30,0.003,0.00020749481983940414,3.7907695866418546e-05,,Associate Product Manager,Junior,SaaS
J_001366,Job,30,0.003,0.00019708008497639862,0.0004332441175446878,,Account Executive,Junior,Logistics
J_001367,Job,30,0.003,0.00018619823675024923,0.0025540232354766775,,Financial Analyst,Junior,Retail
J_001368,Job,30,0.003,0.00018696902178299443,0.0001415154026435604,,Business Analyst,Senior,E-commerce
J_001369,Job,30,0.003,0.00018827278132067717,0.0001485640238820552,,BI Analyst,Mid,Cybersecurity
J_001370,Job,30,0.003,0.00017598261967420077,4.4235955471406115e-05,,Program Coordinator,Senior,FinTech
J_001371,Job,30,0.003,0.00018514969208689708,3.603835556943867e-05,,Sales Representative,Mid,EdTech
J_001372,Job,30,0.003,0.00019011741700878924,2.9856598150222184e-05,,BI Analyst,Mid,Logistics
