node_id,node_type,community_global,role,job_title,seniority,industry
R_009063,CV,6,Operations Manager,,Mid,Healthcare
R_009064,CV,0,Software Engineer,,Junior,EdTech
R_009065,CV,1,FP&A Analyst,,Mid,Cybersecurity
R_009066,CV,0,Backend Engineer,,Senior,Travel
R_009067,CV,4,Business Development Manager,,Senior,Travel
R_009068,CV,7,Technical Support Specialist,,Mid,EdTech
R_009069,CV,6,Program Coordinator,,Senior,SaaS
R_009070,CV,7,Customer Support Specialist,,Junior,EdTech
R_009071,CV,0,Full Stack Engineer,,Junior,SaaS
R_009072,CV,5,Content Marketer,,Junior,Retail
R_009073,CV,7,Customer Support Specialist,,Junior,Healthcare
R_009074,CV,3,BI Analyst,,Senior,SaaS
R_009075,CV,1,FP&A Analyst,,Senior,E-commerce
R_009076,CV,4,Account Executive,,Junior,E-commerce
R_009077,CV,5,Content Marketer,,Junior,Retail
R_009078,CV,2,Product Manager,,Mid,Travel
R_009079,CV,7,Customer Success Associate,,Mid,Cybersecurity
R_009080,CV,1,Financial Analyst,,Senior,FinTech
R_009081,CV,5,Content Marketer,,Junior,EdTech
R_009082,CV,2,Associate Product Manager,,Mid,Cybersecurity
R_009083,CV,2,Associate Product Manager,,Junior,FinTech
R_009084,CV,4,Sales Representative,,Mid,Retail
R_009085,CV,4,Sales Representative,,Mid,E-commerce
R_009086,CV,6,Operations Manager,,Junior,FinTech
R_009087,CV,1,Junior Accountant,,Mid,SaaS
R_009088,CV,1,Junior Accountant,,Mid,Cybersecurity
R_009089,CV,3,BI Analyst,,Mid,EdTech
R_009090,CV,0,Software Engineer,,Junior,Retail
R_009091,CV,6,Operations Manager,,Junior,SaaS
R_009092,CV,0,Backend Engineer,,Mid,Cybersecurity
R_009093,CV,4,Business Development Manager,,Mid,Gaming
R_009094,CV,1,Junior Accountant,,Mid,Retail
R_009095,CV,7,Customer Success Associate,,Junior,Cybersecurity
R_009096,CV,6,Operations Manager,,Junior,Travel
R_009097,CV,1,Junior Accountant,,Mid,Healthcare
R_009098,CV,5,Marketing Manager,,Mid,Retail
R_009099,CV,2,Product Manager,,Mid,SaaS
R_009100,CV,7,Technical Support Specialist,,Junior,SaaS
R_009101,CV,1,FP&A Analyst,,Junior,Cybersecurity
R_009102,CV,5,Content Marketer,,Senior,Logistics
R_009103,CV,2,Technical Product Manager,,Junior,Retail
R_009104,CV,0,Backend Engineer,,Senior,E-commerce
R_009105,CV,1,Junior Accountant,,Mid,Retail
R_009106,CV,0,Full Stack Engineer,,Junior,Gaming
R_009107,CV,7,Customer Success Associate,,Mid,FinTech
R_009108,CV,7,Customer Success Associate,,Senior,Cybersecurity
R_009109,CV,7,Technical Support Specialist,,Mid,E-commerce
R_009110,CV,6,Project Manager,,Senior,EdTech
R_009111,CV,6,Operations Manager,,Junior,Travel
R_009112,CV,6,Program Coordinator,,Senior,E-commerce
R_009113,CV,0,Software Engineer,,Senior,FinTech
R_009114,CV,3,BI Analyst,,Mid,Healthcare
R_009115,CV,5,Performance Marketer,,Junior,Retail
R_009116,CV,0,Full Stack Engineer,,Mid,Gaming
R_009117,CV,6,Operations Manager,,Senior,SaaS
R_009118,CV,0,Backend Engineer,,Mid,Logistics
R_009119,CV,6,Program Coordinator,,Junior,Healthcare
R_009120,CV,3,Data Analyst,,Mid,Healthcare
R_009121,CV,1,Financial Analyst,,Junior,E-commerce
R_009122,CV,3,Data Analyst,,Senior,Retail
R_009123,CV,2,Product Manager,,Mid,FinTech
R_009124,CV,0,Full Stack Engineer,,Senior,Cybersecurity
R_009125,CV,7,Customer Support Specialist,,Senior,Retail
R_009126,CV,6,Project Manager,,Mid,Logistics
R_009127,CV,4,Business Development Manager,,Senior,Cybersecurity
R_009128,CV,0,Software Engineer,,Mid,Travel
R_009129,CV,7,Customer Success Associate,,Senior,SaaS
R_009130,CV,6,Program Coordinator,,Junior,SaaS
R_009131,CV,5,Performance Marketer,,Mid,Retail
R_009132,CV,2,Technical Product Manager,,Senior,E-commerce
R_009133,CV,0,Full Stack Engineer,,Senior,EdTech
R_009134,CV,3,Data Analyst,,Junior,Cybersecurity
R_009135,CV,2,Product Manager,,Mid,EdTech
R_009136,CV,5,Content Marketer,,Mid,Retail
R_009137,CV,4,Business Development Manager,,Senior,E-commerce
R_009138,CV,1,Junior Accountant,,Senior,EdTech
R_009139,CV,2,Associate Product Manager,,Mid,Healthcare
R_009140,CV,6,Program Coordinator,,Senior,Travel
R_009141,CV,6,Operations Manager,,Senior,Gaming
R_009142,CV,3,Business Analyst,,Junior,Gaming
R_009143,CV,7,Customer Support Specialist,,Senior,Retail
R_009144,CV,5,Content Marketer,,Junior,Cybersecurity
R_009145,CV,6,Project Manager,,Senior,Retail
R_009146,CV,7,Customer Support Specialist,,Mid,Cybersecurity
R_009147,CV,2,Technical Product Manager,,Junior,Cybersecurity
R_009148,CV,5,Content Marketer,,Junior,Cybersecurity
R_009149,CV,3,Business Analyst,,Senior,Cybersecurity
R_009150,CV,3,Business Analyst,,Mid,FinTech
R_009151,CV,2,Technical Product Manager,,Senior,Travel
R_009152,CV,5,Marketing Manager,,Mid,Travel
R_009153,CV,6,Project Manager,,Mid,Travel
R_009154,CV,7,Customer Success Associate,,Junior,SaaS
R_009155,CV,0,Software Engineer,,Senior,Retail
R_009156,CV,6,Program Coordinator,,Mid,Healthcare
R_009157,CV,7,Customer Success Associate,,Mid,FinTech
R_009158,CV,4,Business Development Manager,,Senior,Travel
R_009159,CV,5,Performance Marketer,,Mid,Retail
R_009160,CV,1,Junior Accountant,,Mid,FinTech
R_009161,CV,0,Backend Engineer,,Mid,FinTech
R_009162,CV,1,FP&A Analyst,,Mid,SaaS
R_009163,CV,2,Product Manager,,Mid,Retail
R_009164,CV,2,Technical Product Manager,,Senior,Logistics
R_009165,CV,0,Backend Engineer,,Junior,EdTech
R_009166,CV,5,Marketing Manager,,Senior,E-commerce
R_009167,CV,6,Program Coordinator,,Senior,Logistics
R_009168,CV,1,Financial Analyst,,Junior,SaaS
R_009169,CV,2,Technical Product Manager,,Mid,Retail
R_009170,CV,7,Customer Support Specialist,,Mid,E-commerce
R_009171,CV,1,FP&A Analyst,,Junior,E-commerce
R_009172,CV,5,Marketing Manager,,Senior,Retail
R_009173,CV,5,Performance Marketer,,Junior,Healthcare
R_009174,CV,3,Business Analyst,,Senior,SaaS
R_009175,CV,0,Software Engineer,,Junior,Healthcare
R_009176,CV,1,Junior Accountant,,Senior,Travel
R_009177,CV,0,Full Stack Engineer,,Senior,SaaS
R_009178,CV,6,Program Coordinator,,Mid,Cybersecurity
R_009179,CV,6,Program Coordinator,,Junior,Retail
R_009180,CV,4,Business Development Manager,,Mid,Travel
R_009181,CV,3,Data Analyst,,Mid,SaaS
R_009182,CV,6,Program Coordinator,,Mid,Travel
R_009183,CV,7,Customer Success Associate,,Junior,Retail
R_009184,CV,33,Financial Analyst,,Senior,Gaming
R_009185,CV,4,Sales Representative,,Junior,E-commerce
R_009186,CV,4,Account Executive,,Senior,FinTech
R_009187,CV,6,Project Manager,,Junior,Cybersecurity
R_009188,CV,2,Product Manager,,Mid,Logistics
R_009189,CV,2,Associate Product Manager,,Senior,E-commerce
R_009190,CV,5,Marketing Manager,,Junior,FinTech
R_009191,CV,5,Content Marketer,,Senior,Logistics
R_009192,CV,6,Project Manager,,Senior,Logistics
R_009193,CV,3,Business Analyst,,Mid,SaaS
R_009194,CV,6,Program Coordinator,,Mid,E-commerce
R_009195,CV,2,Associate Product Manager,,Senior,SaaS
R_009196,CV,2,Technical Product Manager,,Junior,Healthcare
R_009197,CV,2,Product Manager,,Junior,E-commerce
R_009198,CV,1,Financial Analyst,,Mid,Gaming
R_009199,CV,0,Software Engineer,,Mid,Retail
R_009200,CV,4,Account Executive,,Senior,SaaS
R_009201,CV,6,Project Manager,,Senior,Healthcare
R_009202,CV,3,BI Analyst,,Mid,Cybersecurity
R_009203,CV,3,Data Analyst,,Mid,FinTech
R_009204,CV,1,Financial Analyst,,Junior,EdTech
R_009205,CV,6,Project Manager,,Senior,Travel
R_009206,CV,4,Business Development Manager,,Senior,Healthcare
R_009207,CV,5,Marketing Manager,,Junior,Retail
R_009208,CV,1,FP&A Analyst,,Junior,Healthcare
R_009209,CV,2,Technical Product Manager,,Junior,Cybersecurity
R_009210,CV,2,Associate Product Manager,,Junior,FinTech
R_009211,CV,3,BI Analyst,,Mid,Logistics
R_009212,CV,1,Junior Accountant,,Mid,Healthcare
R_009213,CV,1,Junior Accountant,,Senior,EdTech
R_009214,CV,2,Associate Product Manager,,Senior,Cybersecurity
R_009215,CV,0,Full Stack Engineer,,Junior,E-commerce
R_009216,CV,7,Customer Success Associate,,Senior,Gaming
R_009217,CV,4,Sales Representative,,Junior,FinTech
R_009218,CV,1,Junior Accountant,,Senior,EdTech
R_009219,CV,6,Program Coordinator,,Junior,Gaming
R_009220,CV,4,Sales Representative,,Mid,Gaming
R_009221,CV,6,Project Manager,,Junior,Logistics
R_009222,CV,4,Business Development Manager,,Senior,Cybersecurity
R_009223,CV,0,Software Engineer,,Junior,SaaS
R_009224,CV,0,Software Engineer,,Senior,E-commerce
R_009225,CV,4,Business Development Manager,,Junior,Retail
R_009226,CV,6,Project Manager,,Senior,Logistics
R_009227,CV,4,Business Development Manager,,Senior,Travel
R_009228,CV,3,BI Analyst,,Mid,FinTech
R_009229,CV,2,Associate Product Manager,,Mid,E-commerce
R_009230,CV,6,Operations Manager,,Junior,Gaming
R_009231,CV,1,Junior Accountant,,Senior,Retail
R_009232,CV,1,Financial Analyst,,Mid,Travel
R_009233,CV,2,Product Manager,,Mid,EdTech
R_009234,CV,2,Product Manager,,Junior,E-commerce
R_009235,CV,3,BI Analyst,,Junior,E-commerce
R_009236,CV,1,FP&A Analyst,,Senior,FinTech
R_009237,CV,1,Junior Accountant,,Mid,Gaming
R_009238,CV,1,Financial Analyst,,Senior,Healthcare
R_009239,CV,5,Marketing Manager,,Junior,Healthcare
R_009240,CV,3,Data Analyst,,Junior,Logistics
R_009241,CV,5,Content Marketer,,Senior,Travel
R_009242,CV,2,Product Manager,,Mid,Retail
R_009243,CV,0,Software Engineer,,Senior,E-commerce
R_009244,CV,5,Content Marketer,,Junior,Healthcare
R_009245,CV,4,Sales Representative,,Senior,Healthcare
R_009246,CV,0,Backend Engineer,,Junior,FinTech
R_009247,CV,1,Financial Analyst,,Junior,Gaming
R_009248,CV,4,Business Development Manager,,Senior,Healthcare
R_009249,CV,2,Product Manager,,Senior,E-commerce
R_009250,CV,2,Product Manager,,Junior,EdTech
R_009251,CV,34,Operations Manager,,Mid,EdTech
R_009252,CV,4,Sales Representative,,Mid,EdTech
R_009253,CV,3,Data Analyst,,Junior,E-commerce
R_009254,CV,0,Full Stack Engineer,,Junior,Gaming
R_009255,CV,0,Software Engineer,,Junior,Travel
R_009256,CV,2,Technical Product Manager,,Junior,Cybersecurity
R_009257,CV,2,Product Manager,,Junior,FinTech
R_009258,CV,0,Full Stack Engineer,,Senior,Retail
R_009259,CV,7,Technical Support Specialist,,Senior,Gaming
R_009260,CV,7,Technical Support Specialist,,Mid,Gaming
R_009261,CV,5,Performance Marketer,,Mid,Logistics
R_009262,CV,6,Operations Manager,,Junior,Logistics
R_009263,CV,6,Program Coordinator,,Mid,Logistics
R_009264,CV,6,Program Coordinator,,Senior,EdTech
R_009265,CV,0,Backend Engineer,,Mid,Cybersecurity
R_009266,CV,7,Customer Support Specialist,,Senior,Healthcare
R_009267,CV,4,Account Executive,,Senior,Travel
R_009268,CV,0,Backend Engineer,,Junior,Healthcare
R_009269,CV,6,Project Manager,,Junior,Cybersecurity
R_009270,CV,6,Operations Manager,,Senior,E-commerce
R_009271,CV,2,Product Manager,,Mid,EdTech
R_009272,CV,6,Program Coordinator,,Mid,EdTech
R_009273,CV,6,Project Manager,,Junior,SaaS
R_009274,CV,4,Sales Representative,,Senior,EdTech
R_009275,CV,6,Project Manager,,Senior,Healthcare
R_009276,CV,0,Full Stack Engineer,,Senior,FinTech
R_009277,CV,0,Backend Engineer,,Senior,Healthcare
R_009278,CV,1,Financial Analyst,,Junior,Cybersecurity
R_009279,CV,2,Associate Product Manager,,Senior,Travel
R_009280,CV,5,Content Marketer,,Junior,Cybersecurity
R_009281,CV,3,BI Analyst,,Junior,Healthcare
R_009282,CV,2,Product Manager,,Mid,Gaming
R_009283,CV,1,Financial Analyst,,Senior,Cybersecurity
R_009284,CV,0,Software Engineer,,Junior,Healthcare
R_009285,CV,2,Product Manager,,Senior,Cybersecurity
R_009286,CV,7,Technical Support Specialist,,Senior,Healthcare
R_009287,CV,2,Associate Product Manager,,Senior,FinTech
R_009288,CV,2,Associate Product Manager,,Mid,FinTech
R_009289,CV,2,Associate Product Manager,,Junior,Gaming
R_009290,CV,0,Backend Engineer,,Junior,Gaming
R_009291,CV,6,Project Manager,,Junior,Gaming
R_009292,CV,4,Account Executive,,Mid,Retail
R_009293,CV,0,Full Stack Engineer,,Junior,Logistics
R_009294,CV,7,Customer Support Specialist,,Mid,FinTech
R_009295,CV,5,Performance Marketer,,Junior,Travel
R_009296,CV,5,Performance Marketer,,Junior,SaaS
R_009297,CV,5,Marketing Manager,,Junior,Logistics
R_009298,CV,1,FP&A Analyst,,Junior,E-commerce
R_009299,CV,2,Technical Product Manager,,Senior,FinTech
R_009300,CV,1,Junior Accountant,,Junior,FinTech
R_009301,CV,7,Customer Support Specialist,,Junior,Gaming
R_009302,CV,0,Software Engineer,,Junior,Cybersecurity
R_009303,CV,7,Customer Support Specialist,,Mid,Healthcare
R_009304,CV,4,Sales Representative,,Senior,Cybersecurity
R_009305,CV,7,Technical Support Specialist,,Junior,SaaS
R_009306,CV,5,Performance Marketer,,Junior,SaaS
R_009307,CV,1,FP&A Analyst,,Junior,Gaming
R_009308,CV,2,Product Manager,,Mid,Cybersecurity
R_009309,CV,0,Backend Engineer,,Junior,Cybersecurity
R_009310,CV,3,Business Analyst,,Mid,E-commerce
R_009311,CV,7,Customer Support Specialist,,Mid,SaaS
R_009312,CV,0,Backend Engineer,,Senior,SaaS
R_009313,CV,1,Junior Accountant,,Junior,SaaS
R_009314,CV,2,Technical Product Manager,,Mid,Cybersecurity
R_009315,CV,5,Content Marketer,,Senior,Healthcare
R_009316,CV,0,Full Stack Engineer,,Mid,FinTech
R_009317,CV,3,Business Analyst,,Senior,Logistics
R_009318,CV,1,Financial Analyst,,Junior,SaaS
R_009319,CV,3,Business Analyst,,Junior,Retail
R_009320,CV,2,Technical Product Manager,,Mid,Logistics
R_009321,CV,5,Performance Marketer,,Mid,Retail
R_009322,CV,4,Account Executive,,Senior,Retail
R_009323,CV,2,Associate Product Manager,,Junior,SaaS
R_009324,CV,6,Project Manager,,Senior,Gaming
R_009325,CV,3,Business Analyst,,Mid,SaaS
R_009326,CV,3,BI Analyst,,Senior,EdTech
R_009327,CV,0,Full Stack Engineer,,Mid,Travel
R_009328,CV,6,Project Manager,,Mid,Retail
R_009329,CV,3,Data Analyst,,Junior,FinTech
R_009330,CV,7,Customer Support Specialist,,Senior,E-commerce
R_009331,CV,4,Account Executive,,Senior,Cybersecurity
R_009332,CV,4,Sales Representative,,Junior,E-commerce
R_009333,CV,1,Financial Analyst,,Mid,Healthcare
R_009334,CV,6,Operations Manager,,Senior,E-commerce
R_009335,CV,2,Associate Product Manager,,Mid,Travel
R_009336,CV,2,Technical Product Manager,,Junior,Healthcare
R_009337,CV,0,Software Engineer,,Junior,Healthcare
R_009338,CV,7,Technical Support Specialist,,Junior,FinTech
R_009339,CV,6,Project Manager,,Senior,Cybersecurity
R_009340,CV,6,Program Coordinator,,Junior,Retail
R_009341,CV,5,Content Marketer,,Senior,FinTech
R_009342,CV,1,Junior Accountant,,Junior,Logistics
R_009343,CV,5,Marketing Manager,,Senior,E-commerce
R_009344,CV,0,Full Stack Engineer,,Senior,Healthcare
R_009345,CV,5,Marketing Manager,,Mid,Gaming
R_009346,CV,2,Product Manager,,Mid,Gaming
R_009347,CV,5,Marketing Manager,,Junior,Gaming
R_009348,CV,2,Technical Product Manager,,Junior,Travel
R_009349,CV,2,Product Manager,,Senior,Logistics
R_009350,CV,0,Backend Engineer,,Junior,EdTech
R_009351,CV,4,Sales Representative,,Junior,Healthcare
R_009352,CV,2,Technical Product Manager,,Senior,Healthcare
R_009353,CV,7,Customer Success Associate,,Senior,SaaS
R_009354,CV,6,Program Coordinator,,Junior,Retail
R_009355,CV,3,Data Analyst,,Mid,Healthcare
R_009356,CV,5,Marketing Manager,,Senior,FinTech
R_009357,CV,7,Technical Support Specialist,,Senior,Retail
R_009358,CV,5,Content Marketer,,Junior,SaaS
R_009359,CV,5,Content Marketer,,Senior,Cybersecurity
R_009360,CV,2,Product Manager,,Junior,E-commerce
R_009361,CV,5,Marketing Manager,,Senior,Logistics
R_009362,CV,3,BI Analyst,,Senior,Travel
R_009363,CV,5,Marketing Manager,,Senior,FinTech
R_009364,CV,6,Operations Manager,,Mid,SaaS
R_009365,CV,4,Account Executive,,Senior,Logistics
R_009366,CV,1,Financial Analyst,,Mid,Logistics
R_009367,CV,3,BI Analyst,,Mid,Cybersecurity
R_009368,CV,1,FP&A Analyst,,Senior,SaaS
R_009369,CV,4,Business Development Manager,,Mid,Retail
R_009370,CV,3,Data Analyst,,Mid,FinTech
R_009371,CV,5,Marketing Manager,,Mid,Gaming
R_009372,CV,6,Operations Manager,,Senior,E-commerce
R_009373,CV,3,BI Analyst,,Junior,Retail
R_009374,CV,2,Product Manager,,Junior,SaaS
R_009375,CV,6,Operations Manager,,Junior,Retail
R_009376,CV,5,Performance Marketer,,Mid,Healthcare
R_009377,CV,1,Financial Analyst,,Senior,Travel
R_009378,CV,3,Data Analyst,,Senior,Travel
R_009379,CV,4,Business Development Manager,,Junior,E-commerce
R_009380,CV,0,Software Engineer,,Senior,Logistics
R_009381,CV,1,FP&A Analyst,,Junior,Logistics
R_009382,CV,2,Product Manager,,Senior,Cybersecurity
R_009383,CV,0,Backend Engineer,,Senior,Cybersecurity
R_009384,CV,7,Customer Success Associate,,Senior,E-commerce
R_009385,CV,1,Financial Analyst,,Senior,SaaS
R_009386,CV,7,Technical Support Specialist,,Junior,Retail
R_009387,CV,7,Customer Success Associate,,Mid,Cybersecurity
R_009388,CV,0,Software Engineer,,Mid,Cybersecurity
R_009389,CV,1,Financial Analyst,,Mid,Travel
R_009390,CV,2,Product Manager,,Mid,Gaming
R_009391,CV,4,Sales Representative,,Junior,Travel
R_009392,CV,2,Product Manager,,Senior,E-commerce
R_009393,CV,5,Performance Marketer,,Junior,Cybersecurity
R_009394,CV,6,Program Coordinator,,Senior,Logistics
R_009395,CV,2,Associate Product Manager,,Junior,SaaS
R_009396,CV,3,Business Analyst,,Mid,EdTech
R_009397,CV,3,Data Analyst,,Senior,Logistics
R_009398,CV,0,Full Stack Engineer,,Senior,EdTech
R_009399,CV,4,Business Development Manager,,Senior,Logistics
R_009400,CV,3,Business Analyst,,Junior,EdTech
R_009401,CV,7,Customer Success Associate,,Mid,Gaming
R_009402,CV,2,Product Manager,,Junior,Cybersecurity
R_009403,CV,4,Business Development Manager,,Senior,Logistics
R_009404,CV,7,Customer Success Associate,,Senior,Travel
R_009405,CV,5,Performance Marketer,,Junior,Gaming
R_009406,CV,4,Business Development Manager,,Mid,E-commerce
R_009407,CV,2,Technical Product Manager,,Senior,Cybersecurity
R_009408,CV,3,Data Analyst,,Junior,Healthcare
R_009409,CV,7,Customer Success Associate,,Junior,Logistics
R_009410,CV,7,Technical Support Specialist,,Senior,E-commerce
R_009411,CV,0,Full Stack Engineer,,Junior,SaaS
R_009412,CV,4,Sales Representative,,Junior,SaaS
R_009413,CV,4,Account Executive,,Mid,FinTech
R_009414,CV,1,Financial Analyst,,Mid,Travel
R_009415,CV,3,BI Analyst,,Mid,E-commerce
R_009416,CV,3,BI Analyst,,Junior,Cybersecurity
R_009417,CV,0,Software Engineer,,Senior,FinTech
R_009418,CV,2,Associate Product Manager,,Mid,E-commerce
R_009419,CV,5,Performance Marketer,,Senior,E-commerce
R_009420,CV,5,Content Marketer,,Senior,FinTech
R_009421,CV,2,Product Manager,,Senior,Travel
R_009422,CV,1,FP&A Analyst,,Junior,Travel
R_009423,CV,0,Full Stack Engineer,,Senior,E-commerce
R_009424,CV,1,Financial Analyst,,Senior,E-commerce
R_009425,CV,2,Associate Product Manager,,Senior,Travel
R_009426,CV,6,Project Manager,,Junior,Travel
R_009427,CV,7,Customer Support Specialist,,Junior,SaaS
R_009428,CV,6,Operations Manager,,Senior,Gaming
R_009429,CV,1,FP&A Analyst,,Senior,SaaS
R_009430,CV,6,Operations Manager,,Senior,Healthcare
R_009431,CV,5,Performance Marketer,,Mid,Retail
R_009432,CV,1,Junior Accountant,,Senior,Healthcare
R_009433,CV,4,Sales Representative,,Mid,Travel
R_009434,CV,3,Data Analyst,,Mid,Travel
R_009435,CV,0,Software Engineer,,Junior,E-commerce
R_009436,CV,4,Sales Representative,,Mid,SaaS
R_009437,CV,3,Data Analyst,,Senior,Gaming
R_009438,CV,2,Technical Product Manager,,Junior,Retail
R_009439,CV,7,Technical Support Specialist,,Junior,Retail
R_009440,CV,2,Product Manager,,Junior,FinTech
R_009441,CV,4,Account Executive,,Junior,EdTech
R_009442,CV,6,Project Manager,,Mid,Travel
R_009443,CV,1,Financial Analyst,,Junior,Cybersecurity
R_009444,CV,3,BI Analyst,,Junior,SaaS
R_009445,CV,7,Technical Support Specialist,,Junior,Gaming
R_009446,CV,1,Junior Accountant,,Mid,EdTech
R_009447,CV,4,Business Development Manager,,Mid,Logistics
R_009448,CV,1,Junior Accountant,,Senior,Retail
R_009449,CV,0,Backend Engineer,,Junior,Cybersecurity
R_009450,CV,7,Technical Support Specialist,,Senior,Healthcare
R_009451,CV,4,Account Executive,,Junior,Travel
R_009452,CV,6,Project Manager,,Junior,SaaS
R_009453,CV,4,Sales Representative,,Senior,Logistics
R_009454,CV,4,Sales Representative,,Mid,Cybersecurity
R_009455,CV,3,BI Analyst,,Junior,FinTech
R_009456,CV,1,Financial Analyst,,Mid,Retail
R_009457,CV,2,Technical Product Manager,,Senior,E-commerce
R_009458,CV,5,Content Marketer,,Junior,Healthcare
R_009459,CV,3,Business Analyst,,Junior,Retail
R_009460,CV,7,Customer Support Specialist,,Junior,Cybersecurity
R_009461,CV,1,Junior Accountant,,Junior,Cybersecurity
R_009462,CV,1,Junior Accountant,,Senior,Logistics
R_009463,CV,5,Performance Marketer,,Senior,SaaS
R_009464,CV,1,Junior Accountant,,Junior,Travel
R_009465,CV,3,Data Analyst,,Mid,Gaming
R_009466,CV,6,Project Manager,,Mid,Gaming
R_009467,CV,4,Sales Representative,,Junior,Travel
R_009468,CV,4,Business Development Manager,,Mid,E-commerce
R_009469,CV,0,Software Engineer,,Mid,Retail
R_009470,CV,6,Operations Manager,,Senior,Gaming
R_009471,CV,1,Financial Analyst,,Mid,Logistics
R_009472,CV,4,Sales Representative,,Mid,Logistics
R_009473,CV,1,FP&A Analyst,,Senior,Healthcare
R_009474,CV,1,Financial Analyst,,Junior,Gaming
R_009475,CV,5,Performance Marketer,,Senior,SaaS
R_009476,CV,4,Business Development Manager,,Junior,Retail
R_009477,CV,0,Backend Engineer,,Junior,SaaS
R_009478,CV,1,FP&A Analyst,,Senior,E-commerce
R_009479,CV,2,Product Manager,,Senior,SaaS
R_009480,CV,4,Account Executive,,Junior,Healthcare
R_009481,CV,5,Marketing Manager,,Senior,SaaS
R_009482,CV,4,Business Development Manager,,Mid,Logistics
R_009483,CV,6,Program Coordinator,,Junior,Healthcare
R_009484,CV,6,Program Coordinator,,Junior,Logistics
R_009485,CV,3,BI Analyst,,Mid,Healthcare
R_009486,CV,2,Technical Product Manager,,Senior,Gaming
R_009487,CV,7,Customer Support Specialist,,Mid,Travel
R_009488,CV,1,FP&A Analyst,,Senior,SaaS
R_009489,CV,0,Software Engineer,,Junior,Healthcare
R_009490,CV,2,Product Manager,,Senior,E-commerce
R_009491,CV,7,Technical Support Specialist,,Junior,Retail
R_009492,CV,6,Operations Manager,,Junior,SaaS
R_009493,CV,3,BI Analyst,,Mid,Healthcare
R_009494,CV,0,Backend Engineer,,Senior,Logistics
R_009495,CV,0,Backend Engineer,,Junior,Travel
R_009496,CV,4,Sales Representative,,Mid,Logistics
R_009497,CV,6,Program Coordinator,,Mid,E-commerce
R_009498,CV,5,Content Marketer,,Senior,SaaS
R_009499,CV,4,Account Executive,,Mid,SaaS
R_009500,CV,5,Performance Marketer,,Mid,EdTech
R_009501,CV,1,Financial Analyst,,Mid,Retail
R_009502,CV,7,Technical Support Specialist,,Mid,EdTech
R_009503,CV,3,Data Analyst,,Mid,SaaS
R_009504,CV,5,Marketing Manager,,Mid,E-commerce
R_009505,CV,7,Technical Support Specialist,,Senior,Travel
R_009506,CV,2,Associate Product Manager,,Mid,Cybersecurity
R_009507,CV,0,Backend Engineer,,Junior,Healthcare
R_009508,CV,7,Customer Support Specialist,,Junior,Gaming
R_009509,CV,1,Junior Accountant,,Mid,EdTech
R_009510,CV,4,Account Executive,,Junior,Cybersecurity
R_009511,CV,1,FP&A Analyst,,Junior,SaaS
R_009512,CV,3,Data Analyst,,Senior,EdTech
R_009513,CV,5,Content Marketer,,Mid,EdTech
R_009514,CV,3,BI Analyst,,Mid,EdTech
R_009515,CV,5,Performance Marketer,,Mid,E-commerce
R_009516,CV,7,Customer Support Specialist,,Junior,Cybersecurity
R_009517,CV,7,Customer Support Specialist,,Senior,Cybersecurity
R_009518,CV,5,Marketing Manager,,Senior,Travel
R_009519,CV,5,Performance Marketer,,Senior,Retail
R_009520,CV,4,Business Development Manager,,Mid,Retail
R_009521,CV,1,Junior Accountant,,Junior,EdTech
R_009522,CV,0,Backend Engineer,,Junior,E-commerce
R_009523,CV,0,Backend Engineer,,Senior,Logistics
R_009524,CV,2,Product Manager,,Junior,Gaming
R_009525,CV,1,Junior Accountant,,Mid,SaaS
R_009526,CV,1,FP&A Analyst,,Junior,Travel
R_009527,CV,4,Sales Representative,,Senior,Logistics
R_009528,CV,7,Customer Success Associate,,Mid,Logistics
R_009529,CV,1,FP&A Analyst,,Senior,SaaS
R_009530,CV,1,FP&A Analyst,,Mid,E-commerce
R_009531,CV,4,Business Development Manager,,Senior,Retail
R_009532,CV,5,Content Marketer,,Mid,Retail
R_009533,CV,4,Account Executive,,Mid,EdTech
R_009534,CV,4,Sales Representative,,Junior,Cybersecurity
R_009535,CV,0,Full Stack Engineer,,Mid,Healthcare
R_009536,CV,3,Business Analyst,,Senior,E-commerce
R_009537,CV,6,Program Coordinator,,Senior,Cybersecurity
R_009538,CV,5,Performance Marketer,,Senior,Retail
R_009539,CV,5,Marketing Manager,,Junior,Travel
R_009540,CV,1,Junior Accountant,,Mid,EdTech
R_009541,CV,2,Associate Product Manager,,Mid,Travel
R_009542,CV,3,Business Analyst,,Mid,EdTech
R_009543,CV,0,Backend Engineer,,Senior,Cybersecurity
R_009544,CV,3,Business Analyst,,Mid,E-commerce
R_009545,CV,4,Sales Representative,,Mid,EdTech
R_009546,CV,5,Marketing Manager,,Junior,Cybersecurity
R_009547,CV,4,Account Executive,,Junior,Gaming
R_009548,CV,3,Data Analyst,,Mid,Travel
R_009549,CV,4,Account Executive,,Mid,Retail
R_009550,CV,6,Program Coordinator,,Junior,EdTech
R_009551,CV,3,Business Analyst,,Senior,Logistics
R_009552,CV,2,Associate Product Manager,,Junior,Healthcare
R_009553,CV,0,Backend Engineer,,Senior,EdTech
R_009554,CV,0,Full Stack Engineer,,Senior,SaaS
R_009555,CV,1,Financial Analyst,,Mid,Gaming
R_009556,CV,7,Customer Success Associate,,Senior,E-commerce
R_009557,CV,5,Marketing Manager,,Junior,FinTech
